"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","Attorney","Insurance/Annuity Products","[Total]","1"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","Attorney","[Total]","[Total]","1"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check","30"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","30"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","30"
"2017 ","Michigan","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","31"
"2017 ","Michigan","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","31"
"2017 ","Michigan","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","36"
"2017 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2017 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","No Relationship to Institution","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","SEC","[Total]","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Foreign Currency","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","3"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","5"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","5"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2017 ","Minnesota","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","7"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","Customer","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","No Relationship to Institution","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","No Relationship to Institution","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Other Insurance","SEC","[Total]","[Total]","[Total]","2"
"2017 ","Minnesota","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","9"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","3"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","6"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","6"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Foreign Currency","1"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","4"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","1"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","15"
"2017 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","15"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","13"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Funds Transfer","13"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Money Orders","13"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","13"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","52"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","52"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Money Orders","2"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","Insurance/Annuity Products","[Total]","8"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","Other","[Total]","[Total]","8"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","60"
"2017 ","Minnesota","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","60"
"2017 ","Minnesota","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","85"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","3"
"2017 ","Mississippi","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","3"
"2017 ","Mississippi","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","3"
"2017 ","Mississippi","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","3"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","4"
"2017 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","4"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","Employee","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","Employee","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","Employee","Insurance/Annuity Products","U.S. Currency","1"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","Employee","Insurance/Annuity Products","[Total]","3"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","Employee","[Total]","[Total]","3"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","5"
"2017 ","Missouri","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","5"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","2"
"2017 ","Missouri","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","11"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","[Total]","4"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","[Total]","[Total]","4"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","[Total]","[Total]","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","IRS","[Total]","[Total]","[Total]","10"
"2017 ","Nebraska","Insurance Company","Excessive Insurance","[Total]","[Total]","[Total]","[Total]","10"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","5"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","5"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","5"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Funds Transfer","1"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","[Total]","1"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","[Total]","[Total]","1"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","3"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","6"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","6"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Nebraska","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","11"
"2017 ","Nebraska","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","11"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","3"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","5"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","5"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","5"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","12"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","12"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","2"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","21"
"2017 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","21"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Funds Transfer","5"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","[Total]","7"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","3"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","No Relationship to Institution","Insurance/Annuity Products","Money Orders","2"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","7"
"2017 ","Nebraska","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","63"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","1"
"2017 ","New Hampshire","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","2"
"2017 ","New Hampshire","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2017 ","New Hampshire","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","5"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","5"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","6"
"2017 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","6"
"2017 ","New Jersey","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New Jersey","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","New Jersey","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","4"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","10"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Other","Funds Transfer","4"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Other","Personal/Business Check","4"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Other","[Total]","8"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","18"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","18"
"2017 ","New Jersey","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","18"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","[Total]","[Total]","1"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","2"
"2017 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","2"
"2017 ","New Jersey","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","27"
"2017 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2017 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2017 ","New York","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2017 ","New York","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2017 ","New York","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2017 ","New York","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","3"
"2017 ","New York","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","3"
"2017 ","New York","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","3"
"2017 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
